customer_number,fruit_veg,dairy,confectionary,grocery_food,grocery_health_pets,bakery,newspapers_magazines,prepared_meals,soft_drinks,frozen,meat,tobacco,drinks,deli,world_foods,lottery,cashpoint,seasonal_gifting,discount_bakery,practical_items
8427,118.63,135.18,64.49,46.36,37.13,0,19.06,30.17,6.65,32.64,51.35,0,102.84,0,6.77,0,80,1.02,0,0
10375,66.85,55.23,87.36,11.72,41.94,0,3.4,73.85,32.19,13.63,76.94,0,17.1,7.01,2.95,16,15,17.52,0,4.07
562,96.22,29.61,70.23,35.94,32.3,0,19.41,0.99,19.53,64.44,48.3,0,65.68,9.65,6.2,0,0,1.49,0,0
3968,14.49,4.11,8.79,16.58,2.09,0,0.36,26.3,1.29,18.86,13.98,60.94,0,5.23,0,31.5,50,0,0,0
11430,40.44,284.87,153.23,58.49,164.22,0,119.28,51.11,154.58,189.76,85.77,334.13,354.41,39.82,6.35,46,355,5.72,0,6.37
2539,47.79,37.43,29.82,10.89,17.07,0,3.08,5.37,6.91,19.43,21.89,0,9.35,23.52,17.71,0,0,1.17,0,0
202,148.56,41.16,21.41,13.6,7.37,0,8.97,34.06,16.1,22.56,2.89,0,42.72,0,0,0,0,0,0,0
6760,396.1,184.78,161.38,177.86,388.72,0,14.4,44.6,34.47,75.89,18.34,0,237.1,54.6,0,0,0,6.98,13.24,8.32
6953,8.35,16.05,41.66,24.37,30.34,0,9.34,9.4,10.6,0.99,2.29,93.02,37.91,3.9,0,0,5,3.21,0,0
7517,99.14,53.67,23.95,80.32,31.47,0,5,15.72,13.04,27.65,29.11,0,13.67,17.39,3.53,0,0,11.07,6.91,0
2498,27.7,34.25,55.24,30.29,43.5,0,26.36,68.81,4.83,23.4,53.19,0,324.07,33.66,6.77,0,0,0,0,0
11796,10.69,9.55,75.87,11.4,10.79,0,1.99,3.87,39.6,46.86,0,100.94,0,8.73,0.99,0,0,4.68,8.69,0
14837,67.6,64.66,55.71,64.63,52.21,0,31.52,29.23,0,14.32,30.43,248.18,11.04,0,2.23,0,0,1.85,0,0
5485,15.53,56.16,9.33,12.86,14.07,0,13.78,59.42,5.58,19.16,3.99,265.4,7.28,0,0,-19,0,1.18,0,13.16
10450,20.83,40.1,34.35,32.48,16.31,0,1.75,35.04,26.58,17.96,30.86,0,0,0,6.12,0,0,3.17,0,0
10330,132.33,48.21,31.16,23.46,24.18,0,1.07,23.68,8.97,8.11,51.45,0,14.45,0,11.71,0,0,18.66,0,0.76
16234,17.23,16.51,45.9,25.43,45.57,0,0.8,3.74,6.23,15.2,0,0,7.65,0.99,0,0,20,0,0,0
11960,23.09,48.01,16.85,22.99,0,0,14.35,33.09,1.64,0,46.42,0,0,1.7,25.38,11,0,0,0,0
13607,37.29,59.68,37.83,40.8,9.14,0,0,1.57,3.01,2.54,12.98,137.94,3.4,0,17.08,0,215,0,0,0
10914,84.16,42.62,90.91,46.42,94.3,0,0.7,95.76,8.16,29.38,104.54,125.95,133.66,25.36,6.35,0,0,12.64,0,19.3
14146,28.21,52.63,35.66,88.68,25.33,0,0,6.26,8.14,52.89,103.09,233.18,0,0,1.68,0,30,0,0,0
11204,42.85,75.23,62.18,135.54,113.01,0,6.75,20.48,13.86,70.05,35.09,408.29,11.98,5.64,3.36,0,20,22.25,0,4.46
16184,5.15,10.18,4.62,1.72,5.28,0,3.26,0.59,5.03,5.49,0,0.55,74.04,0,2.2,1.5,0,0,0,0
15308,42.99,78.65,13.86,37.4,85.72,0,3.85,24.87,0,24.46,11.48,0,38.39,2.53,11.86,0,0,9.68,0,0
15793,63.51,65.74,11.34,11.31,28.45,0,21.21,11.4,0.44,0,27.33,0,0,0,0,0,0,4.24,0,0
6358,36.08,37.97,19.92,18.22,57.38,0,10.17,28.08,3.86,28.26,12.86,134.92,46.16,0,11.07,18,0,1.69,0,0
11592,106.5,71.78,9.13,40.59,52.18,0,51.91,6.28,87.13,70.79,128.87,8.22,704.43,40.71,1.68,152,205,2.85,1.89,2.12
7572,81.92,69.88,95.65,73.85,16.57,0,14.14,15.78,14.77,52.57,41.83,0,44.63,6.9,8.58,0,0,2.29,27.56,0
12379,136.83,48.56,52.39,79.64,35.3,0,0,8.06,17.53,13.16,97.69,0,15.98,17.58,6.53,0,0,22.82,0,0
3990,8.16,121.97,33.18,116.65,35.9,0,20.21,1.59,2.19,129.83,8.04,172.95,0,0,0,7,0,3.4,0,0
7806,22.19,31.98,23.5,230.58,43.24,0,15.55,14.54,2.68,48.83,99.72,356.31,3.4,29.23,6.88,0,0,0,0,0
850,30.33,68.04,13.87,11.22,7.08,0,4.95,37.18,1.28,5.74,16.34,0,0,0,11.45,0,0,0,0,0
14932,136.08,137.82,3.12,53.36,26.04,0,1.45,11.46,0,0,216.24,0,103.44,20.86,8.93,0,0,0,0,0
12596,118.44,131.87,19.49,17.52,15.9,0,0,10.81,0.26,52.3,5,0,0,0,6.23,0,0,1.28,0,0
9728,99.51,105.89,118.27,125.52,138.81,0,17.09,17.4,46.24,96.43,109.74,201.7,30.5,36.09,7.74,82,10,0,0,3.04
3092,383.37,214.96,396.1,326.08,153.52,0,5.6,46.9,93.51,136.73,24.62,0,3.4,0,46.34,0,30,10.17,0,10.71
7124,47.76,22.13,19.6,29.62,141.79,0,63.58,47.32,9.62,12.37,13.42,0,56.94,24.02,10.88,0,0,7.56,0,2.96
13182,39.59,46,41.44,16.2,23.49,0,0,0,15.55,8.54,26.15,3.85,2.13,21.65,4.17,0,0,0,0,0
12329,30.25,36.25,22.2,79.92,10.12,0,0,17.49,17.39,3.59,69.83,47.69,276.3,0,0,315,35,0,0,1.68
11069,32.97,50.58,29.74,33.28,55.47,0,37.45,55.93,58.77,13.96,81.27,35.96,222.56,2.1,3.46,9.5,135,5.75,3.36,6.79
14893,31.44,122.65,67.74,92.36,512.64,0,0.85,362.96,0,17.89,79.72,2.19,0,0,7.86,21,65,0,0,2.12
2622,31.66,37.61,37.74,47.01,11.85,0,14.79,29.05,22.41,8.38,23.51,0,79.9,25.68,2.87,1.5,0,0,0,0
5170,40.31,25.69,23.04,86.69,26.07,0,7.95,12.53,3.7,39.89,49.81,2.84,4.11,0,2.38,0,0,4.05,0,0
13605,5.55,32.53,15.37,13.1,1.95,0,0,2.78,6.69,4.72,0,199.59,15.29,0,2.55,0,12,0,0,0
14778,15.68,42.78,64.73,19.47,14.11,0,24.61,8.58,32.64,20.31,4.08,0,0,0,2.48,1,0,4.53,9.3,2.96
2623,115.41,49.57,63.27,34.22,24.82,0,3.15,23.05,34.1,161.22,263.81,0,552.93,40.56,20.99,0,0,11.9,40.16,0
10958,118.21,79.27,91.54,57.56,75.84,0,10,37.04,41.46,23.09,37.47,364.84,467.48,41.64,19.69,20,55,16.56,0,7.66
10113,68.49,66.74,69.43,34.66,118.23,0,29.6,46.22,31.11,21.39,32.46,83.52,10.19,0,8.39,0,130,73.66,0,0
8255,119.63,66.87,41.21,50.84,24.41,0,17.56,7.38,6.51,35.38,75.08,0,0,30.19,9.37,0,0,0,0,0
9941,94.95,48.79,69.84,62.24,78.23,0,3.85,8.7,3.23,4.29,37.77,900.48,3.13,28.48,12.03,4,20,46.36,0,1.95
15003,94.48,94.41,24.14,31.91,19.77,0,12.22,3.07,0,35.56,15.55,0,12.32,0,28.07,0,75,0,0,0
7091,25.59,103.31,2.25,49.7,34.94,0,5.1,20.09,0.89,24.7,49.66,0,2.97,23.14,9.22,0,0,2.55,0,0
12212,16.28,137.29,8.02,92.45,26.65,0,0,0,0,25.71,124.29,0,0,0,5.1,0,0,0,0,0
6970,18.21,21.41,34.93,15.42,3.3,0,5.53,15.91,25.28,40.31,39.62,0,0,0,18.27,12,0,3.13,0,0
5328,101.26,42.95,73.52,110.17,35.36,0,33.35,23.97,19.1,68.22,105.59,878.7,27.28,0,0.28,0,0,5.16,0,6.8
13745,8.87,100.2,113.51,45.24,68.72,0,0,17.3,34.41,11.75,23.47,46.03,26.26,0,0,19,307,0,0,0
1382,73.3,52.89,180.79,181.62,104.41,0,3.9,42.11,3,5.9,101.11,0,0,0.76,1.88,0,0,10.03,0,0
3701,18.48,58.86,168.79,103.89,142.12,0,22.04,47.98,23.87,73.7,16.61,195.92,0,13.48,16.68,0,0,0,0,4.05
10248,394.92,433.09,290.95,235.7,884.45,0,19.31,199.51,216.52,369.73,191.82,2.43,331.41,1.3,9.27,10,25,1.44,0,0
5240,159.02,89.47,39.21,39.09,42.11,0,4.3,155.37,3.14,64.34,168.51,11.31,20.06,0,15.26,0,0,2.25,0,0
540,22.95,19.96,84.57,40.16,83.35,0,15.95,17.17,36.54,21.86,3.18,0,1.92,50.01,8.79,2,19,12.32,0,0
8733,2.09,43.89,52.99,110.91,13.91,0,228.95,6.45,2.69,12.37,59.42,411.33,2.97,20.69,11.57,14,0,0,0,3.4
15773,4.5,43.53,19.73,6.83,48.12,0,1.46,20.98,1.01,0,10.37,0,0,0,11.5,0,0,37.97,0,3.47
9206,9.28,19.73,19.68,10.85,14.88,0,1.76,1.09,6.92,2.09,4,269.08,5.95,1.7,1.19,10,0,0,0,0
9110,46.89,37.97,55.36,31.24,48.15,0,14.68,10.05,47.9,56.37,61.14,0,1.52,39.37,11.32,2,0,1.69,7.94,0
15743,36.9,44.25,41.07,74.57,81.39,0,7.35,9.66,1.38,0,18.95,0,0,74.18,4.7,0,0,0,6.36,0
4365,85.32,40.95,87.31,27.03,15.41,0,29.85,23.94,23.11,45.08,54.55,2,0,78.81,22.96,136.5,0,0,0,0
8688,63.67,84.08,43.06,118.85,135.94,0,3,89.81,10.3,224.94,71.42,69.23,3.23,64.15,6.6,3,0,9,0,3.38
2667,117.28,22.89,77.71,19.65,102.62,0,19.49,47.95,111.62,128.95,237.26,0,0,20.69,46.73,0,0,9.48,0,0
8520,2.73,14.02,23.47,17.48,49.86,0,25.45,0.99,0.9,6.37,4.58,143.9,361.2,1.5,0.84,0,0,6.41,0,0
15920,35.25,102.97,125.38,111.61,13.76,0,22.75,38.93,5.58,24.4,0,0,56.45,0,0,33,20,0,0,0
1894,36.24,115.59,20.58,60.64,108.53,0,7.19,37.32,9.27,42.67,33.34,0,76.89,0,1.67,2,0,0,0,0
3203,209.15,263.45,216.8,149.74,161.26,0,137.08,37.28,62.06,203.68,174.36,0,13.69,59.58,23.46,0,0,84.85,0,11.6
15449,12.32,8.26,13.32,5.34,6.12,0,9.79,13.07,0,0,0,0,0,2.5,1.12,0,0,0,0,0
14196,61.72,122.34,20.52,80.87,91.68,0,0,49.61,0,45.35,22.94,83.39,48.88,0,2.18,0,10,0,0,12.76
11724,79.12,96.79,42.58,16.93,27.75,0,22.44,39.82,21.78,97.86,13.87,0,22.12,10.18,3.94,0,50,5.54,0,3.4
12738,40.91,90.57,39.51,85.65,75.44,0,0,8.75,43.4,10.55,32.69,1.52,102.21,0,0,0,15,6.94,0,0.76
594,246.34,200.77,198.29,86.45,114.69,0,33.93,12.18,10.67,115.36,25.76,0,40.54,27.21,12.39,0,0,13.08,0,6.8
12935,65.25,86.6,44.8,60.3,60.17,0,0,66.21,3.52,25.89,60.62,0,0,0,15.62,0,0,0,0,0
13535,6.82,4.2,2.86,4.93,6.55,0,0,1.73,7.76,1.45,1.94,54.22,76.76,11.07,0.89,0,0,0,0,0
3676,22.91,28.17,41.06,21.9,52.55,0,60.71,16.63,7.22,16.92,11.06,141.25,64.37,26.03,1.98,16,55,0,7.28,0
11508,0,5.16,21.21,0,0,0,7.2,6.68,0,13.24,6,217.11,5.1,0.79,3.4,3,420,5.97,0,2.12
13147,19.28,80.86,29.86,13.28,6.06,0,0,31.85,11.1,36.92,10.37,273.97,0,9.2,20.05,0,10,0,0,0
15934,12.63,16.99,18.44,53.49,96.6,0,52.74,0.41,2.4,22.7,0,"2,264.31",19.55,32.79,0,0,0,2.07,0,0
11634,67.26,99.62,65.91,63.34,61.51,0,41.61,58.19,17.99,62.31,2.49,0,0,0,23.27,0,75,7.17,0,12.74
3967,6.88,12.38,43.76,0.77,28.7,0,6.15,1.79,4.19,7.33,7,85.83,0,0,3.66,12,0,4.14,0,0
13696,6.77,37.54,39.59,73.17,15.19,0,0,4.39,0,6.14,27.58,0,128.19,0,0,0,80,0,0,0
11423,123.13,151.57,120.05,170.14,86.05,0,35.66,155.01,109.57,150.83,129.87,408.63,3.4,17.58,21.14,0,75,15.36,0,5.89
867,4.65,24.39,54.02,45.83,7.07,0,4.06,0.59,2.66,18.28,4.91,0,0,2.94,2.38,0,0,0,0,0
4848,38.15,59.68,58.08,23.94,40.37,0,0.55,3.98,14.17,1.8,63.69,170.06,0,49.71,2.87,0,0,0,0,0
4648,88.21,82.83,82.45,48.32,43.27,0,4.38,47.8,23.85,20.72,50.36,245.7,0,0,6.52,3,320,3.98,0,2.97
10728,50.86,134.97,48.17,51.51,95.95,0,62.81,16.16,15.28,48,28.14,22.02,14.71,3.88,7.12,12,35,8.48,0,0
7135,6.95,21.7,16.21,35.29,34.72,0,5.66,18.98,6.32,14.5,37.93,0,78.56,1.91,0.99,0,0,0,17.21,0
9977,119.67,48.64,9.15,56.26,38.98,0,3.9,22.51,9.14,32.87,183.27,129.26,230.91,8.8,2.8,3,10,2.79,0,0
2917,77.53,66.42,33.68,45.4,25.48,0,3.9,3.77,13.92,21.38,18.48,0,0,40.99,0,2,0,1.02,0,1.92
3798,39.04,73.19,103.03,50.04,80.31,0,68.07,28.13,16.13,40.41,5.49,20.56,0,0,1.48,14,0,8.47,0,0.76
6558,28.87,15.01,11.59,43.48,7.25,0,5.04,17.3,17.05,42.85,14.99,178.03,11.13,20.79,0,8,5,0,0,0
8953,31.64,70.27,21.75,102.12,90.2,0,7.82,47.75,15.33,15.52,45.66,0,0,13.84,11.86,2,0,0.4,0,0
13995,5.36,13.51,17.07,72.4,13.76,0,0,2.99,6.8,0,2.87,91.23,128.04,8.5,2.97,0,125,1.68,0,0
9465,202.43,192.75,91.87,113.69,142.25,0,51.86,73.54,34.8,60.86,118,4.18,19.09,17.44,8.01,5,0,41.21,0,5.08
10880,118.81,25.06,19.38,16.9,58.03,0,3.85,19.53,11.83,17.78,80.04,339.29,233.18,12.49,6.78,6,5,57.83,11.61,0
11657,178.6,111.77,154.2,82.79,79.39,0,19.42,12.5,4.25,22.41,32.04,0,8.5,0,0,12,3,1.49,0,1.69
13718,8.07,28.57,29.16,14.84,2.63,0,0,28.64,10.63,42.92,0,135.19,4.41,4.08,2.08,0,180,3.47,0,0
9814,113.37,77.4,43.81,77.73,112.1,0,2.05,15.51,4.92,28.38,82.7,0.55,22.5,33.39,2.97,12,15,2.11,0,0
7840,84.32,82.55,22.87,26.14,18.71,0,5.53,14.04,11.88,28.69,10.18,26.16,16.06,2.99,14.91,0,0,5.64,0,0
9592,40.45,125.07,85.11,79.14,53.65,0,11.59,117.64,98.87,61.77,44.65,238.31,3.81,83.21,4.61,66,90,0,0,0
4118,45.01,42.74,30.49,9.2,2.97,0,14.04,13.77,31.27,11.58,20.23,28.35,0,8.01,15.2,1,0,0,0,0
13601,51.21,36.89,50.64,120.8,53.88,0,0,10.5,169.27,24.47,111.66,73.67,520.55,25.97,0,0,0,58.74,2.38,4.26
1669,45.18,43.4,41.4,37.37,37.62,0,11.6,30.95,2.74,12.51,48.06,0,0,1.35,0,18,0,0,0,0
9083,102.85,139.51,105.53,53.38,33.63,0,14.27,53.59,26.15,134.2,6.99,0,0,0,14.45,-6,0,0,0,0
12861,138.02,133.57,57.02,90.1,58.24,0,0,223.38,35.85,9.51,37.45,0,0,0,0,0,0,0,0,0
13879,45.39,72.15,81.47,8.55,13.94,0,0,6.71,8.27,24.12,10.62,56.56,46.54,0,1.29,108,50,0,0,0
13470,55.71,109.82,60.07,71.62,24.76,0,0,45.9,10.55,15.75,150.45,0,35.68,11.04,1.98,0,0,0,0,0
8284,300.98,165.86,91.8,228.72,194.26,0,69.73,102.64,24.91,44.19,448.32,753.91,972.19,104.05,15.07,0,400,8.59,0,10.86
4073,72.87,69.56,126.73,99.04,74.18,0,3.4,4.59,52.97,56.99,91.9,54.54,0,75.44,1.71,0,0,0,18.62,0.67
4597,42.62,13.54,28.46,4.53,16.31,0,3.84,69.54,7.4,20.83,36.24,106.73,0,35.46,4.46,11.5,0,0,0,0
5615,42.38,34.4,8.85,25.55,33.44,0,8.96,15.66,4.26,3.8,73.13,29.49,213.02,0,1.02,0,10,3.78,0,19.57
10519,74.93,71.48,25.3,36.75,91.36,0,9.83,37.78,23.75,12.6,31.16,89.52,7.73,26.54,2.38,7,15,0.84,0,0
409,43.92,51.65,13.54,56.82,25.12,0,12,52.76,3.68,21.15,15.4,0,169.94,0,6.41,0,20,3.38,0,0
2865,8.88,29.32,79.57,22.32,60.93,0,22.44,14.21,11.56,8.16,13.85,0,174.91,0,0.28,0,0,2.51,0,0
9052,46.31,27.95,97.71,39.38,49.6,0,29.73,12.02,72.7,17.52,25.95,191.2,170.69,59.75,12.24,27,0,0,0,0
13713,64.2,55.03,32.21,69.73,107.91,0,0,19.76,10.61,74.23,95.14,0,27.58,26.06,3.86,0,0,4.51,0,0
15419,58.03,136.34,97.96,23.29,32.28,0,0.95,35.85,0,0.99,5.1,240.77,11.06,21.17,0,0,9,6.18,0,0
12372,143.46,98.78,26.3,56.21,32.96,0,0,67.74,11.3,75.94,91.63,0,39.46,1.2,3.66,11,0,3.4,0,0
13504,43.28,94.13,88.51,34.91,42.86,0,0,39.29,62.66,10.35,46.63,128.68,0,21.79,6.02,21,558,0,0,2.28
8754,41.92,40.31,15.52,15.42,17.17,0,14.34,31.98,6.92,36.58,27,0,30.61,0,7.14,5,0,1.99,0,0
14085,120.26,85.06,55.66,18.25,18.8,0,0,25.54,24.93,34.53,51.26,0,0,0,7.07,0,0,2.53,0,6.79
737,20.29,31.47,35.58,85.53,124.64,0,10.6,55.01,19.03,72.6,25.91,0,191.62,0,0,0,378.94,2.63,0,0
11510,213.68,195.13,231.82,250.83,403.01,0,25.84,81.2,110.05,107.76,324.7,40.48,80.37,6.84,8.2,0,0,7.62,0,0.84
6432,56.98,65.49,24.71,60.67,77.1,0,4,7.85,12.63,9.41,43.76,34.44,34.34,0,0.79,0,0,1.23,0,0
4285,32.06,57.42,12.46,17.95,18.84,0,2.15,17.28,12.32,19.13,5.64,12.7,0,0,3.79,32,93.6,1.6,0,0
7448,96.46,49.56,78.66,56.02,88.95,0,4.43,12,32.39,36.66,24.75,0,22.31,1.8,0.89,0,0,0,0,0.84
4242,27.21,60.17,2.56,47.79,7.52,0,2.28,17.4,1.26,11.94,29.93,124.26,0,0,0.78,0,32,4.12,0,0
7658,32.44,66.96,28.23,28.41,36.82,0,6.38,33.56,35.25,19,13.52,23.55,369.69,43.57,5.17,0,20,0,0,3.06
12095,53.81,20.64,43.46,19.59,21.69,0,0,31.11,50.64,3.05,9.95,0,0,1.8,5.15,0,0,0,0,0
11211,4.94,11.55,41.56,21,5.23,0,18.55,13.45,41.76,0.85,4.09,252.85,183.5,2.65,0.59,174.5,290.4,2.77,0,1.69
6752,22.26,57.69,66.21,24.78,46.09,0,15.72,58.63,42.46,16.81,3.49,119.51,14.12,1.8,0,0,100,1.23,0,0
2366,228.87,212.36,310.71,138.09,287.54,0,33.79,71.62,40.07,112.99,191.73,0,46.69,0,95.64,0,0,47.5,0,26.49
977,204.41,120.66,60.13,105.5,105.3,0,22.44,32.13,9.46,48.24,144.06,0,314.26,3.99,8.09,0,0,1.86,0,5.52
9808,29.88,42.12,160.32,149.16,142.5,0,10.27,76.6,48.77,11.99,153.68,0,7.39,0.59,0,0,0,9.32,0,1.68
8450,23.86,22.95,12.89,34.33,77.73,0,12.05,9.6,7.85,7.23,19.02,99.67,2.55,24.66,3.74,0,25,24.45,0,0
11037,72.76,89.84,147.14,107.28,152.66,0,84.27,20.07,58.58,77.86,33.75,374.42,17.58,70.1,2.56,218,188,20.89,0,5.02
8099,64.2,16.4,65.86,29.38,2.03,0,0.6,7.82,19.89,16.13,44.99,16.69,9.77,2.99,4.17,0,150,0.94,0,0
9066,28.72,26.31,30.66,8.08,9.4,0,34.84,31.27,2.77,0.89,1.19,7.65,3.4,23.43,5.89,-3,0,0,0,0
10911,143.22,80.97,100.11,172.6,196.76,0,3.48,6.92,19.12,75.65,47.29,0,62.28,15.54,3.52,0,0,1.99,2.14,1.1
15728,85.11,35.74,0.84,69.91,16.3,0,0.42,29.89,0.72,0,34.64,0,5.44,0,8.72,0,0,3.98,0,0
13932,134.71,61.01,54.9,61.79,59.88,0,0,11.04,0,0,15.08,277.59,0,8.73,0.39,94,0,1.49,0,0
13238,17.71,131.59,45.02,38.16,72.28,0,0,57.81,5.55,41.18,19.5,508.48,0,0,3.03,0,20,0,0,3.4
8844,54.61,127.21,176.12,26.05,39.65,0,39.89,49.47,88.5,64.26,36.73,13.91,65.25,5.98,9.77,6,0,7.12,0,0
85,77.48,97.87,24.96,37.07,1.44,0,0.35,33.83,6.61,25.44,5.28,0,256.39,0,11.4,8,0,0.3,0,0
8461,77.01,36,188.19,39.33,263.14,0,4.45,34.12,62.94,37.11,73.79,479.1,101.12,35.14,12.29,0,0,1.02,5.73,0
12721,14.51,5.19,21.29,30.54,52.2,0,0,0,7.65,2.37,8.19,0,0,0,0,0,0,5.56,0,4.25
14595,24.37,36.38,28.89,12.77,11.04,0,3.3,0,6.11,0,30.55,0,0,51.22,0,0,0,0.84,0,0
15544,55.44,89.7,43.67,47.58,24.02,0,47.48,15.3,63.53,0,18.21,82.26,36.09,84.29,7.75,0,0,22.25,0,0
1406,46.98,86.82,25.26,97.94,17.86,0,7.7,33.73,8.16,27.86,71.91,0,0,13.89,0,0,0,6.72,0,0
9985,19.29,83.78,21.56,70.96,11.6,0,10.15,71.23,25.01,22.93,16.28,1.1,174.26,7.11,28.48,8,5,5.58,0,2.28
5330,3.79,2.25,3.23,7.81,2.2,0,11.05,1.46,0.35,1.65,40.07,49.1,2.85,0,0,0,0,0,0,11.27
14999,158.36,17.43,58.93,21.49,4.36,0,5.1,9.26,0,31.37,41.23,0,288.44,24.42,18.45,0,0,0,0,0
2874,95.85,123.59,253.12,64.38,35.24,0,32.08,257.35,1.82,78.98,281.64,0,63.53,0,2.86,0,0,0.55,0,0.84
1925,39.64,76.67,81.22,15.7,18.38,0,14.23,59.58,19.34,13.19,26.55,0,106.19,7.38,42.67,0,0,10.94,0,0
5284,21.77,124.16,51.58,93.1,75.66,0,31.29,50.49,43.39,61.79,62.13,23.83,347.99,0,0,0,395,0,0,0
4670,17.54,101.74,27.99,42.32,38.13,0,26.72,24.56,9.54,80.63,61.36,286.09,0,2.49,12.43,14,272,0,0,0
10619,43.76,35.72,12.16,8.31,2.16,0,0.96,17.05,6.89,10.13,19.78,0,0,17.04,18.42,0,0,4.84,0,0
4861,23.89,34.84,40.66,28.75,28.33,0,3.44,2.39,3.02,7.78,23.28,16.71,0,29.58,0,0,0,0,0,0
14891,80.87,103.49,21.7,110.04,141.8,0,4.1,4.33,0,14.51,2.16,2.23,77.9,7.83,0,0,0,1.06,0,0
13368,47.45,71.21,22.25,44.79,50.24,0,0,2.98,11.98,34.17,61.19,0,0,0,2.94,0,30,1.99,0,4.14
10328,37.37,149.79,55.28,52.19,120.3,0,18.45,102.42,8.63,24.32,91.04,59.3,12.5,4.8,22.74,4,0,9.83,0,0
2501,16.54,45.5,18.22,6.74,47.26,0,3.37,4.18,0.55,12.1,1.84,2.8,49.31,20.69,10.42,48.5,145,31.21,0,32.2
12130,125.99,145.25,104.37,120.15,76.54,0,0,29.49,13.66,119.54,59.15,647.35,19.29,4.4,36.1,0,0,0,0,4.26
2183,0,20.8,29.74,5.99,39.59,0,4.2,1.59,2.27,0,5,0,6.93,0,0,0,0,0.42,8.25,0
14723,70.7,23.98,48.42,87.91,21.36,0,3.35,0,20.9,7.27,35.43,0,21.76,0,3.67,0,0,0,0,0
13730,29.36,26.98,21.86,14.54,22.84,0,0,16.88,1.99,34.62,12.27,93.12,530.15,6.6,8.91,2,0,14.67,0,0
5665,13.78,34.46,16.92,41.17,18.44,0,3.93,19.99,3.01,14.37,40.49,13.96,68.96,0,16.13,12,0,4.26,2.63,0
6237,10.84,21.72,34.1,6.87,10.67,0,1.38,12.96,13.18,19.03,8.5,80.93,27.33,0,0.98,0,0,0,0,0
1891,42.49,32.41,25.44,73.73,225.19,0,22.35,44.76,2.24,52.76,88.19,391.45,434.74,17.42,0.56,4,49.61,2.55,0,0
523,42.02,38.83,25.15,7.82,38.55,0,3.69,18.61,25.92,23.45,18.61,0,108.83,0,12.7,0,0,2.84,0,0
13572,105.59,166.28,116.25,77.11,133.41,0,0,71.03,93.58,59.59,123.7,39.27,9.36,5.99,37.33,0,153,9.64,0,0.84
10662,89.81,85.44,37.78,79.17,130.94,0,13.86,5.56,9.08,23.93,59.99,0,2.55,22.67,9.09,1,40,1.69,0,0
9412,91.75,50.66,15.03,82.47,52.09,0,26.78,11.45,15.32,14.71,42.64,149.61,4.15,20.01,2.88,3,0,4.96,7.06,0
4919,67.04,51.28,63.79,34.83,43.54,0,21.06,32.46,71.65,40.21,47.55,59.28,0,11.7,8.23,44,128,0,0,0
6235,55.33,50.75,13.4,24.95,76.81,0,2.64,6.77,6.31,25.94,13.08,1.97,94.76,0,0.45,0,0,10.49,0,0
649,37.74,21.63,16.03,33.05,7.61,0,10.15,2.19,6.82,8.05,19.97,0,15.64,0,0.79,0,0,0,0,0
15651,41.27,58.69,12.4,59.5,16.97,0,18.25,12.12,0.96,0,26.78,384.81,0,0,0.79,3,0,0,0,0
4134,39.43,76.13,21.51,50.2,22.43,0,21.19,83.39,5.16,36.96,20.57,206.85,0,54.32,5.55,27,132,11.06,0,0
5533,11.9,17.73,16.39,34.34,29.56,0,2.7,22.47,21.59,41.5,15.39,99.04,84.92,0,2.89,0,0,0,0,0
8116,50.06,73.96,26.37,38.04,21.38,0,0,7.48,1,53.68,62.58,0,0,56.23,22.82,0,0,0,0,1.69
832,107.8,120.03,39.86,97.68,55.57,0,27.28,6.75,8.64,41.83,15.41,0,0,0,29.02,0,10,0,0,0
2882,37.82,23.54,42.36,12.08,36.8,0,8.01,8.74,18.32,14.41,28.24,0,149.98,0,1.63,15.7,30,0,0,3.4
11473,65.6,15.65,27.27,19.18,35.54,0,0.94,11.53,7.98,3.39,51.91,0,66.33,34.23,0.99,0,0,6.79,0,0.84
9118,58.18,53.66,128.26,35.81,93.04,0,13.89,25.35,55.81,38.46,47.74,0,51.86,106.63,13.46,2,0,15.64,46.7,5.07
244,180.61,151.08,166.6,177.09,316.62,0,21.31,31.38,21.1,83.03,76,0,13.59,0,11.71,0,0,18.97,0,1.27
4254,53.98,32.53,50.94,26.16,21.67,0,4.06,12.32,3.11,2.56,10.97,2.18,0,0,15.42,0,5,11.94,0,0
15821,18.08,23.11,53.78,43.52,22.79,0,3.84,0.99,19.89,0,6.9,0,0,26.68,0.89,0,0,2.12,0,1.61
11777,1,0.93,0,0,0,0,2.8,0,0,0,0,0,0,0.55,0,2,0,0,0,0
697,79.67,128.1,50.1,120.48,71.84,0,4.1,42.83,8.91,81.83,148.11,0,4.93,34.3,4.83,0,0,0,0,0
1432,28.08,73.15,77.54,36.03,71.38,0,4.25,85.15,66.39,55.02,47.89,0,8.52,40.71,8.23,0,15,2.85,0,0
11649,160.76,36.87,61.81,171.96,191.29,0,7.41,3.35,3.31,39.05,38.35,0,68.81,2.77,0,0,0,9.63,0,12.19
12139,110.87,104.25,102.16,35.86,17.39,0,0,49.79,20.27,55.77,71.86,42.21,24.65,19.7,12.01,2,10,10.65,0,0
13227,8.82,51.3,49.81,12.69,176.64,0,0,1.49,29.75,40.81,4.5,0,24.59,0,0,0,0,0,0,1.69
