customer_number,baskets,total_quantity,average_quantity,total_spend,average_spend
13429,478,538,1.125523013,530.95,1.11
14633,459,531,1.156862745,504.1,1.1
5951,334,397,1.188622754,766.3,2.29
15227,56,60,1.071428571,94.51,1.69
13431,773,1066,1.379042691,"1,061.25",1.37
13432,212,242,1.141509434,236.46,1.12
4597,223,271,1.215246637,431.9,1.94
11769,105,138,1.314285714,205.67,1.96
5956,474,589,1.242616034,676,1.43
9679,776,835,1.076030928,"1,136.50",1.46
13441,420,615,1.464285714,"1,152.18",2.74
2352,129,157,1.217054264,173.66,1.35
8087,402,636,1.582089552,866.28,2.15
5950,569,663,1.165202109,819.36,1.44
16154,365,414,1.134246575,478.34,1.31
11770,69,78,1.130434783,246.22,3.57
10885,300,385,1.283333333,601.83,2.01
11954,61,71,1.163934426,82.99,1.36
5965,395,439,1.111392405,532.36,1.35
15234,189,219,1.158730159,319.05,1.69
13449,97,133,1.371134021,189.09,1.95
13454,357,413,1.156862745,738.58,2.07
2359,463,525,1.133909287,826.58,1.79
2366,1585,2129,1.343217666,"2,045.28",1.29
13456,819,877,1.070818071,899.63,1.1
8092,468,581,1.241452991,617.5,1.32
4603,608,705,1.159539474,841.58,1.38
4600,872,924,1.059633028,"1,012.65",1.16
8099,289,307,1.062283737,501.4,1.73
2370,313,349,1.115015974,457.46,1.46
2379,240,294,1.225,257.66,1.07
13470,484,568,1.173553719,635.9,1.31
13468,149,176,1.181208054,220.29,1.48
11728,452,642,1.420353982,851.67,1.88
2376,479,526,1.098121086,487.4,1.02
10476,961,1126,1.17169615,"1,571.13",1.63
13476,174,187,1.074712644,170.56,0.98
11771,353,507,1.436260623,703.58,1.99
11669,1200,1538,1.281666667,"1,558.16",1.3
11339,1093,1263,1.155535224,"1,349.56",1.23
15239,77,102,1.324675325,138.21,1.79
2388,591,801,1.355329949,629.31,1.06
10481,787,893,1.134688691,"1,243.82",1.58
9190,417,430,1.03117506,634.42,1.52
10807,1646,1798,1.092345079,"1,594.02",0.97
15240,34,38,1.117647059,61.28,1.8
10483,494,585,1.184210526,874.02,1.77
4608,1272,1608,1.264150943,"1,360.55",1.07
15245,138,147,1.065217391,312.94,2.27
2392,122,150,1.229508197,176.93,1.45
8108,438,480,1.095890411,"1,173.57",2.68
8116,257,333,1.295719844,442.54,1.72
9191,77,85,1.103896104,305.75,3.97
15753,606,634,1.04620462,549.38,0.91
8118,536,636,1.186567164,779.96,1.46
4622,383,423,1.104438642,916.81,2.39
11614,674,747,1.108308605,975.78,1.45
2414,417,451,1.081534772,577.65,1.39
2417,481,600,1.247401247,892.61,1.86
10495,347,379,1.09221902,443.85,1.28
15249,1238,1363,1.100969305,"1,439.05",1.16
13504,682,904,1.325513196,"1,267.86",1.86
6778,332,345,1.039156627,372.68,1.12
8119,122,125,1.024590164,364.44,2.99
9682,359,423,1.178272981,"1,007.78",2.81
13502,203,228,1.123152709,405.73,2
13508,713,918,1.287517532,905.22,1.27
11613,895,1244,1.389944134,"1,876.67",2.1
8115,361,407,1.127423823,829.38,2.3
4620,495,545,1.101010101,822.58,1.66
6781,672,845,1.257440476,"1,709.86",2.54
2427,1244,1409,1.132636656,"1,672.41",1.34
11068,453,526,1.161147903,947.74,2.09
16163,198,221,1.116161616,308.27,1.56
11956,64,72,1.125,84.27,1.32
13517,342,396,1.157894737,461.39,1.35
16165,608,865,1.422697368,"1,068.25",1.76
8142,1260,1385,1.099206349,"1,972.28",1.57
2431,977,1103,1.128966223,"1,316.05",1.35
9209,536,628,1.171641791,832.74,1.55
2442,532,586,1.101503759,536.53,1.01
5984,365,420,1.150684932,"1,128.27",3.09
11957,147,254,1.727891156,456.35,3.1
3472,199,294,1.477386935,280.37,1.41
2445,318,342,1.075471698,341.21,1.07
5985,699,846,1.210300429,805.63,1.15
2438,298,353,1.184563758,455.61,1.53
16167,214,271,1.26635514,327.22,1.53
10505,119,156,1.31092437,135.19,1.14
9206,181,226,1.248618785,392.84,2.17
8137,135,184,1.362962963,178.88,1.33
2450,710,784,1.104225352,"1,143.92",1.61
2452,580,610,1.051724138,468.2,0.81
9225,706,795,1.126062323,"1,323.83",1.88
2451,335,394,1.176119403,492.34,1.47
10512,490,563,1.148979592,904.08,1.85
4637,477,612,1.283018868,638.14,1.34
13535,72,74,1.027777778,183.91,2.55
2473,774,960,1.240310078,804.05,1.04
13531,73,83,1.136986301,258.53,3.54
2470,358,438,1.223463687,595.48,1.66
2469,977,1367,1.399181167,"1,032.12",1.06
2466,439,466,1.061503417,656.2,1.49
16172,171,353,2.064327485,955.15,5.59
13537,447,580,1.29753915,496.64,1.11
5986,778,1110,1.426735219,"1,744.14",2.24
10509,650,822,1.264615385,918.66,1.41
11610,250,271,1.084,279.86,1.12
5989,155,179,1.15483871,192.73,1.24
9207,574,593,1.033101045,637.49,1.11
9219,1264,1611,1.274525316,"2,117.22",1.68
13536,226,279,1.234513274,413.01,1.83
2476,867,922,1.06343714,"1,024.67",1.18
8145,725,824,1.136551724,"1,042.96",1.44
4639,428,524,1.224299065,631.8,1.48
16173,177,194,1.096045198,292.63,1.65
4636,331,396,1.196374622,447.13,1.35
8154,453,604,1.333333333,775.08,1.71
10510,327,423,1.293577982,523.08,1.6
11078,489,623,1.27402863,714.11,1.46
10514,597,713,1.194304858,711.65,1.19
2501,188,228,1.212765957,512.9,2.73
9221,855,1027,1.201169591,932.03,1.09
6002,464,521,1.122844828,"1,053.19",2.27
13545,35,40,1.142857143,39.68,1.13
6787,588,792,1.346938776,"1,075.44",1.83
6000,147,168,1.142857143,178.27,1.21
2498,426,451,1.058685446,755.38,1.77
13550,218,274,1.256880734,528.72,2.43
9208,470,551,1.172340426,516.08,1.1
2499,219,280,1.278538813,434.47,1.98
2503,469,565,1.204690832,602.79,1.29
13551,48,68,1.416666667,103.24,2.15
2500,1564,1771,1.132352941,"2,177.42",1.39
5994,687,825,1.200873362,945.66,1.38
2511,616,829,1.345779221,"1,396.94",2.27
15259,545,601,1.102752294,590.84,1.08
10518,620,765,1.233870968,"1,089.40",1.76
4648,503,584,1.161033797,"1,126.40",2.24
6001,481,562,1.168399168,"1,234.05",2.57
8152,1629,1914,1.174953959,"3,522.19",2.16
5995,542,618,1.140221402,652.6,1.2
13564,138,165,1.195652174,233.66,1.69
2514,427,490,1.147540984,636.13,1.49
14656,72,83,1.152777778,156.28,2.17
8165,290,326,1.124137931,310.6,1.07
2519,299,349,1.16722408,320.83,1.07
15263,176,187,1.0625,420.7,2.39
2522,152,215,1.414473684,215.97,1.42
15262,243,271,1.115226337,296.59,1.22
10519,415,453,1.091566265,614.57,1.48
2532,398,466,1.170854271,614.89,1.54
6795,515,617,1.198058252,"1,143.05",2.22
11960,250,266,1.064,253.14,1.01
6797,728,885,1.215659341,"2,047.21",2.81
13572,869,1011,1.163406214,"1,294.00",1.49
6791,167,203,1.215568862,261.21,1.56
15268,80,94,1.175,153.91,1.92
6012,525,593,1.12952381,454.92,0.87
15265,377,473,1.25464191,612.69,1.63
11174,670,833,1.243283582,"1,293.07",1.93
11710,297,390,1.313131313,377.66,1.27
2539,250,293,1.172,267.85,1.07
15270,468,488,1.042735043,686.14,1.47
15763,459,504,1.098039216,600.02,1.31
13580,423,487,1.151300236,614.94,1.45
10914,530,625,1.179245283,945.94,1.78
16184,65,73,1.123076923,121.59,1.87
11280,980,1220,1.244897959,"1,460.16",1.49
4664,361,478,1.324099723,"1,051.26",2.91
11675,1379,2000,1.450326323,"2,871.29",2.08
4670,516,631,1.222868217,"1,085.56",2.1
13588,268,325,1.212686567,325.68,1.22
15274,405,433,1.069135802,"1,136.63",2.81
9232,1093,1309,1.197621226,"1,519.12",1.39
2559,529,601,1.13610586,977.11,1.85
4667,880,926,1.052272727,"1,664.98",1.89
4669,787,919,1.16772554,"1,359.71",1.73
6021,489,522,1.067484663,"1,282.75",2.62
6024,162,226,1.395061728,252.02,1.56
2566,214,255,1.191588785,245.29,1.15
6798,386,457,1.183937824,663.14,1.72
2568,434,491,1.131336406,512.52,1.18
2573,403,478,1.186104218,757,1.88
11334,772,1013,1.312176166,822.47,1.07
10891,416,468,1.125,614.56,1.48
15768,124,149,1.201612903,275.82,2.22
2575,758,1165,1.536939314,"2,098.24",2.77
4675,2394,2668,1.114452799,"3,085.67",1.29
6802,558,661,1.184587814,"1,210.41",2.17
8179,1139,1276,1.120280948,"1,152.87",1.01
2581,201,280,1.393034826,388.09,1.93
6028,263,335,1.273764259,484.06,1.84
2588,847,1049,1.238488784,"1,264.34",1.49
15276,131,153,1.167938931,228.55,1.74
10528,1172,1382,1.179180887,"1,436.42",1.23
8171,267,330,1.235955056,369.31,1.38
8178,433,534,1.233256351,882.35,2.04
9260,744,856,1.150537634,"2,314.37",3.11
16193,461,672,1.457700651,574.98,1.25
2590,181,236,1.303867403,248.28,1.37
6806,253,300,1.185770751,396.03,1.57
4683,454,480,1.057268722,500.31,1.1
9261,779,892,1.145057766,"1,113.54",1.43
10543,802,882,1.099750623,"1,422.73",1.77
13600,262,309,1.179389313,380.52,1.45
13601,579,649,1.1208981,"1,333.94",2.3
6032,823,995,1.208991495,"1,337.37",1.62
4696,555,658,1.185585586,"1,451.10",2.61
15280,182,262,1.43956044,507.07,2.79
2604,288,341,1.184027778,398.67,1.38
15772,248,277,1.116935484,373.56,1.51
15284,614,681,1.109120521,723.87,1.18
2603,509,571,1.121807466,737.04,1.45
2606,592,657,1.109797297,623.38,1.05
8181,182,198,1.087912088,328.48,1.8
13606,204,228,1.117647059,599.77,2.94
9256,692,745,1.076589595,"1,010.19",1.46
15282,302,363,1.201986755,297.68,0.99
13605,127,148,1.165354331,329.74,2.6
2600,270,334,1.237037037,414.54,1.54
10544,724,927,1.28038674,"1,175.05",1.62
4694,104,119,1.144230769,211.12,2.03
13607,390,433,1.11025641,618.34,1.59
4691,687,811,1.180494905,"1,595.92",2.32
16195,522,639,1.224137931,688.68,1.32
2623,720,832,1.155555556,"1,480.53",2.06
6040,430,480,1.11627907,530.49,1.23
15773,147,177,1.204081633,216.46,1.47
2614,1122,1329,1.184491979,"1,224.53",1.09
2622,270,292,1.081481481,399.79,1.48
6805,322,382,1.186335404,441.47,1.37
10537,1092,1343,1.22985348,"1,798.71",1.65
14663,240,336,1.4,351.75,1.47
16196,344,444,1.290697674,339.05,0.99
10538,271,307,1.132841328,485.2,1.79
15774,164,177,1.079268293,464.02,2.83
6042,326,484,1.484662577,966.04,2.96
9258,473,561,1.186046512,432.44,0.91
9264,1058,1270,1.200378072,"1,478.97",1.4
6043,85,97,1.141176471,136.03,1.6
11211,323,357,1.105263158,"1,074.74",3.33
6804,365,409,1.120547945,895.42,2.45
13618,783,955,1.219667944,"1,188.90",1.52
8198,202,235,1.163366337,268.23,1.33
4703,269,326,1.211895911,852.07,3.17
2645,334,364,1.089820359,484.26,1.45
10540,249,300,1.204819277,388.87,1.56
11563,366,454,1.240437158,898.08,2.45
15778,123,133,1.081300813,625.36,5.08
11379,818,934,1.141809291,748.61,0.92
11967,218,260,1.19266055,294.23,1.35
9270,211,260,1.232227488,347.2,1.65
2642,549,626,1.140255009,791.31,1.44
14666,754,878,1.164456233,"1,021.99",1.36
9271,307,343,1.117263844,419.16,1.37
10549,800,928,1.16,"1,536.12",1.92
2643,498,542,1.088353414,583.77,1.17
2638,97,107,1.103092784,189.22,1.95
10551,362,410,1.132596685,521.36,1.44
4711,446,618,1.385650224,"1,224.16",2.74
2636,293,435,1.484641638,528.74,1.8
14668,312,390,1.25,606.26,1.94
6811,401,476,1.187032419,455.46,1.14
13634,752,853,1.134308511,"1,262.48",1.68
6056,652,768,1.17791411,"1,089.35",1.67
14670,146,155,1.061643836,238.94,1.64
2660,912,1010,1.10745614,"1,476.43",1.62
4709,106,132,1.245283019,140.5,1.33
2649,395,472,1.194936709,573.21,1.45
14671,751,811,1.079893475,"1,062.25",1.41
2653,472,559,1.184322034,549.26,1.16
13639,1438,1673,1.163421419,"1,912.55",1.33
11777,6,6,1,7.28,1.21
11476,1005,1143,1.137313433,"1,469.70",1.46
4715,319,405,1.269592476,733.08,2.3
2662,503,600,1.192842942,765.63,1.52
2657,577,645,1.117850953,451.27,0.78
15294,376,446,1.186170213,466.47,1.24
2669,160,209,1.30625,278.27,1.74
2671,1089,1245,1.143250689,"1,385.68",1.27
13637,412,466,1.131067961,563.07,1.37
2667,640,812,1.26875,989.26,1.55
2664,205,232,1.131707317,291.38,1.42
6809,516,603,1.168604651,506.88,0.98
11343,235,281,1.195744681,415.74,1.77
2678,1320,1513,1.146212121,"1,644.48",1.25
4725,614,686,1.117263844,744.35,1.21
10554,608,628,1.032894737,781.59,1.29
10570,1489,1916,1.286769644,"1,702.29",1.14
6067,315,335,1.063492063,558.21,1.77
2692,947,1104,1.165786695,"2,425.46",2.56
13655,985,1051,1.067005076,"1,092.24",1.11
11640,445,528,1.186516854,"1,392.85",3.13
2695,186,242,1.301075269,328.83,1.77
4730,156,203,1.301282051,407.03,2.61
4724,203,235,1.157635468,318.72,1.57
11971,206,236,1.145631068,383.6,1.86
8207,699,830,1.187410587,881.18,1.26
6063,863,947,1.097334878,923.84,1.07
2684,597,756,1.266331658,"1,115.27",1.87
16203,566,666,1.176678445,"2,448.11",4.33
4726,682,772,1.131964809,759.69,1.11
10557,180,218,1.211111111,304.97,1.69
13659,202,233,1.153465347,305.9,1.51
15302,826,1064,1.288135593,"1,476.32",1.79
2705,1058,1137,1.074669187,"1,317.94",1.25
6069,108,121,1.12037037,178.52,1.65
6059,383,722,1.885117493,953.57,2.49
10558,1891,2131,1.126916975,"1,855.89",0.98
4745,84,111,1.321428571,138.58,1.65
9266,224,265,1.183035714,420.56,1.88
16205,381,444,1.165354331,395.21,1.04
14674,173,194,1.121387283,646.21,3.74
11609,491,591,1.203665988,690.87,1.41
8217,303,483,1.594059406,569.04,1.88
10564,396,503,1.27020202,466.97,1.18
11285,1689,2266,1.341622262,"2,331.82",1.38
2716,433,525,1.212471132,864.23,2
9269,1149,1282,1.115752829,"2,380.50",2.07
13667,86,99,1.151162791,305.22,3.55
6070,628,709,1.128980892,700.6,1.12
4740,687,1054,1.534206696,926.94,1.35
4754,577,663,1.149046794,799.76,1.39
6081,571,698,1.222416813,"1,106.99",1.94
15308,336,356,1.05952381,406.25,1.21
6072,466,489,1.049356223,591.78,1.27
15310,165,218,1.321212121,375.42,2.28
10572,368,432,1.173913043,548.84,1.49
6083,516,621,1.203488372,947.9,1.84
15311,289,318,1.100346021,344.89,1.19
13684,473,542,1.145877378,640.71,1.35
15788,657,741,1.127853881,"1,415.32",2.15
13682,664,762,1.147590361,875.34,1.32
6074,266,285,1.071428571,554.29,2.08
8220,337,348,1.03264095,354.31,1.05
6079,754,877,1.163129973,"1,863.01",2.47
2737,428,478,1.11682243,427.82,1
6073,298,548,1.838926174,491.52,1.65
6080,783,827,1.056194125,"1,674.76",2.14
4769,691,786,1.13748191,"1,476.47",2.14
2744,553,640,1.157323689,782.16,1.41
15316,450,513,1.14,880.65,1.96
13694,351,443,1.262108262,321.06,0.91
13699,470,690,1.468085106,"1,310.11",2.79
6086,1105,1162,1.05158371,"1,843.41",1.67
2760,221,246,1.113122172,282.61,1.28
2764,416,468,1.125,542.1,1.3
8226,502,668,1.330677291,"1,038.32",2.07
13698,291,347,1.192439863,371.01,1.27
2758,697,906,1.299856528,685.13,0.98
2754,568,648,1.14084507,500.17,0.88
4770,433,486,1.122401848,732.18,1.69
13695,198,237,1.196969697,336.58,1.7
13696,224,269,1.200892857,469.05,2.09
13700,553,568,1.027124774,657.35,1.19
2761,360,422,1.172222222,616.76,1.71
9706,349,427,1.223495702,"1,042.14",2.99
6089,470,1022,2.174468085,861.1,1.83
2772,514,605,1.177042802,542.28,1.06
14678,83,133,1.602409639,113.96,1.37
8245,314,338,1.076433121,370.87,1.18
9699,1391,1564,1.124370956,"2,451.47",1.76
4776,385,426,1.106493506,839.74,2.18
14680,245,286,1.167346939,584.22,2.38
8248,405,472,1.165432099,768.07,1.9
15793,174,199,1.143678161,268.69,1.54
6097,2573,3499,1.359891178,"4,448.19",1.73
13710,359,411,1.144846797,492.46,1.37
10591,652,746,1.144171779,947.7,1.45
13713,386,544,1.409326425,617.87,1.6
2777,497,568,1.142857143,"1,013.56",2.04
2780,195,212,1.087179487,374.95,1.92
2782,210,245,1.166666667,297.63,1.42
6832,343,410,1.195335277,820.45,2.39
8251,262,356,1.358778626,247.07,0.94
8247,673,853,1.267459138,820.6,1.22
2784,393,462,1.175572519,558.16,1.42
6834,176,216,1.227272727,525.73,2.99
9285,1333,1638,1.228807202,"2,194.71",1.65
2795,158,204,1.291139241,204.75,1.3
2802,602,661,1.098006645,884.27,1.47
11195,1001,1132,1.130869131,"2,035.40",2.03
13723,714,852,1.193277311,735.07,1.03
13718,217,245,1.129032258,518.26,2.39
2798,675,736,1.09037037,643.96,0.95
13727,529,628,1.187145558,"1,212.26",2.29
4781,197,220,1.116751269,957.45,4.86
2807,456,575,1.260964912,437.14,0.96
9295,573,609,1.062827225,526.35,0.92
13730,344,389,1.130813953,853.4,2.48
13726,254,360,1.417322835,324.12,1.28
16220,398,409,1.027638191,518.01,1.3
9703,258,375,1.453488372,983.12,3.81
2820,308,322,1.045454545,328.96,1.07
4790,212,276,1.301886792,408.7,1.93
11974,88,137,1.556818182,447.25,5.08
13736,402,515,1.281094527,612.92,1.52
13737,188,220,1.170212766,243.2,1.29
8255,375,440,1.173333333,502.62,1.34
13739,185,205,1.108108108,248.51,1.34
2832,494,663,1.342105263,904.49,1.83
2833,412,470,1.140776699,539.47,1.31
4794,271,320,1.180811808,406.67,1.5
8257,481,555,1.153846154,529.06,1.1
15328,139,162,1.165467626,169.4,1.22
2834,1093,1208,1.105215005,"1,498.38",1.37
10587,354,442,1.248587571,527.56,1.49
2837,620,855,1.379032258,660.16,1.06
6114,780,828,1.061538462,935.45,1.2
10590,601,716,1.191347754,989.78,1.65
6120,563,615,1.092362345,"1,561.12",2.77
11682,516,590,1.143410853,669.24,1.3
6847,587,710,1.209540034,835.17,1.42
10594,751,889,1.183754993,885.61,1.18
13745,613,705,1.150081566,872.73,1.42
6115,321,433,1.348909657,559.31,1.74
4806,102,131,1.284313725,126.54,1.24
6117,333,435,1.306306306,511.91,1.54
8266,530,536,1.011320755,475.89,0.9
2842,179,199,1.111731844,251.22,1.4
4805,614,677,1.102605863,862.6,1.4
2848,774,898,1.160206718,"1,266.64",1.64
2852,558,689,1.234767025,692.08,1.24
2856,457,527,1.153172867,504.05,1.1
4801,100,162,1.62,199.64,2
4807,591,642,1.086294416,829.6,1.4
8275,333,389,1.168168168,379.87,1.14
8284,1733,1935,1.116560877,"3,992.30",2.3
6126,798,876,1.097744361,868.05,1.09
2861,279,366,1.311827957,498.86,1.79
4804,957,1172,1.224660397,"1,236.53",1.29
9718,228,362,1.587719298,974.29,4.27
8270,76,87,1.144736842,118.88,1.56
2870,285,325,1.140350877,368.79,1.29
13757,544,650,1.194852941,755.75,1.39
6848,1447,1654,1.143054596,"2,221.62",1.54
4810,709,757,1.067700987,597.75,0.84
11387,491,545,1.109979633,697.76,1.42
2865,258,286,1.108527132,471.63,1.83
2862,304,363,1.194078947,438.04,1.44
4812,402,428,1.064676617,751.23,1.87
9297,497,554,1.114688129,586.45,1.18
9293,162,189,1.166666667,209.22,1.29
2874,804,998,1.241293532,"1,417.06",1.76
10599,801,1067,1.332084894,"1,089.34",1.36
2880,188,202,1.074468085,245.86,1.31
2888,976,1162,1.19057377,"1,002.15",1.03
2882,254,312,1.228346457,459.72,1.81
8294,995,1115,1.120603015,"1,130.42",1.14
15801,530,561,1.058490566,432.07,0.82
15335,324,386,1.191358025,368.88,1.14
13776,498,589,1.182730924,549.92,1.1
2883,729,1124,1.541838134,902.97,1.24
2897,948,1204,1.270042194,914.11,0.96
2898,311,382,1.22829582,389.16,1.25
13775,234,266,1.136752137,308.48,1.32
16227,220,288,1.309090909,460.38,2.09
8074,179,385,2.150837989,796.07,4.45
6124,657,920,1.400304414,"1,235.15",1.88
2899,152,183,1.203947368,222.94,1.47
8287,553,654,1.182640145,745.38,1.35
2892,773,962,1.24450194,645.01,0.83
10605,586,721,1.230375427,830.56,1.42
2901,458,486,1.061135371,600.83,1.31
9320,1145,1310,1.144104803,"1,293.17",1.13
4833,179,220,1.229050279,384.32,2.15
2903,422,538,1.274881517,526,1.25
13793,2638,4949,1.876042456,"6,588.65",2.5
2905,392,541,1.380102041,500.47,1.28
10931,482,544,1.128630705,586.2,1.22
2906,614,721,1.174267101,791.37,1.29
2916,381,403,1.057742782,936.18,2.46
2923,417,456,1.09352518,478.34,1.15
2917,307,354,1.153094463,388.36,1.27
8307,237,260,1.097046414,364.96,1.54
6144,113,144,1.274336283,225.42,1.99
15339,211,282,1.336492891,309.74,1.47
11156,257,313,1.217898833,433.95,1.69
2922,179,235,1.312849162,483.14,2.7
13801,629,738,1.173290938,"1,084.73",1.72
13804,761,862,1.132720105,"1,249.49",1.64
6856,262,302,1.152671756,574.39,2.19
11026,1144,1468,1.283216783,"1,154.35",1.01
10628,647,741,1.145285935,928.68,1.44
2920,431,689,1.598607889,536.08,1.24
2921,477,644,1.350104822,422.05,0.88
8299,356,448,1.258426966,478.89,1.35
13806,381,452,1.186351706,"1,135.42",2.98
2937,341,363,1.064516129,301.45,0.88
13807,208,211,1.014423077,197.89,0.95
11059,231,352,1.523809524,452.75,1.96
2928,796,1073,1.34798995,"1,284.47",1.61
6153,553,792,1.432188065,"1,014.73",1.83
16229,146,189,1.294520548,211.82,1.45
10619,166,186,1.120481928,204.68,1.23
8305,98,104,1.06122449,209.72,2.14
9715,271,423,1.560885609,"1,323.98",4.89
4836,513,569,1.109161793,681.89,1.33
11284,598,687,1.148829431,944.67,1.58
9333,615,721,1.172357724,619.06,1.01
4848,339,398,1.174041298,591.42,1.74
15344,150,180,1.2,431.11,2.87
13826,126,146,1.158730159,364.39,2.89
6162,439,500,1.138952164,806.04,1.84
2982,886,1016,1.146726862,970.7,1.1
2977,694,855,1.231988473,776.71,1.12
2981,380,433,1.139473684,524.82,1.38
10613,311,352,1.131832797,438.14,1.41
9328,761,1015,1.333771353,"1,207.54",1.59
9727,217,259,1.193548387,236.59,1.09
8325,563,646,1.147424512,868.67,1.54
9326,369,446,1.208672087,402.15,1.09
14695,256,311,1.21484375,555.59,2.17
6159,221,258,1.167420814,368.36,1.67
6160,263,323,1.228136882,479.75,1.82
8322,370,482,1.302702703,778.36,2.1
9339,913,1061,1.162102957,"2,424.25",2.66
2989,381,438,1.149606299,514.02,1.35
2986,576,655,1.137152778,796.4,1.38
2988,348,419,1.204022989,654.91,1.88
9342,1317,1536,1.166287016,"1,742.09",1.32
15813,664,717,1.079819277,993.88,1.5
4857,562,671,1.193950178,979.81,1.74
10965,943,1085,1.150583245,"2,015.60",2.14
8333,699,875,1.251788269,815.12,1.17
16231,158,183,1.158227848,195.95,1.24
8335,272,357,1.3125,447.6,1.65
2994,231,350,1.515151515,586.07,2.54
11330,359,376,1.04735376,746.41,2.08
8336,646,744,1.151702786,"1,053.46",1.63
13849,302,427,1.413907285,493.59,1.63
4861,249,302,1.212851406,261.63,1.05
13850,339,362,1.067846608,389.15,1.15
10635,317,397,1.252365931,709.87,2.24
11106,2227,2592,1.16389762,"3,948.49",1.77
8326,176,194,1.102272727,215.44,1.22
15347,467,521,1.115631692,480.98,1.03
8338,693,878,1.266955267,"1,040.94",1.5
4865,265,322,1.21509434,402.11,1.52
6871,351,439,1.250712251,896.57,2.55
8331,1316,1565,1.189209726,"1,592.26",1.21
14700,191,274,1.434554974,949.22,4.97
13852,213,256,1.201877934,422.18,1.98
3003,831,979,1.178098676,824.94,0.99
3004,431,517,1.199535963,533.46,1.24
6170,194,221,1.139175258,384.65,1.98
3008,697,783,1.12338594,"1,005.26",1.44
15815,771,992,1.286640726,843.26,1.09
10643,283,485,1.713780919,591.49,2.09
8341,165,182,1.103030303,220.46,1.34
4869,360,440,1.222222222,821.7,2.28
15354,540,637,1.17962963,"1,153.35",2.14
6177,828,1157,1.397342995,"1,469.18",1.77
9349,1423,1550,1.089248067,"2,297.69",1.61
16234,216,266,1.231481481,224.19,1.04
4873,306,355,1.160130719,672.07,2.2
6180,355,402,1.132394366,695.62,1.96
4875,549,587,1.069216758,686.39,1.25
3028,504,594,1.178571429,519.99,1.03
4876,587,660,1.124361158,607.46,1.03
3023,655,817,1.247328244,814.94,1.24
11394,474,542,1.143459916,593.74,1.25
13874,103,125,1.213592233,129.77,1.26
4880,882,953,1.080498866,"1,293.55",1.47
13868,305,319,1.045901639,555.66,1.82
3027,226,261,1.154867257,228.97,1.01
10657,635,741,1.166929134,"1,626.55",2.56
4882,923,1090,1.180931744,"1,069.16",1.16
3038,769,917,1.192457737,951.5,1.24
13879,466,591,1.268240343,607.71,1.3
6189,798,1069,1.339598997,"1,578.86",1.98
15821,220,253,1.15,246.59,1.12
6875,307,336,1.094462541,683.49,2.23
8360,491,535,1.089613035,720.34,1.47
10985,336,393,1.169642857,457.77,1.36
13888,566,648,1.144876325,609.18,1.08
13889,346,391,1.130057803,665.59,1.92
9728,847,921,1.087367178,"1,317.11",1.56
9369,792,969,1.223484848,"1,730.47",2.18
8371,993,1185,1.193353474,"2,239.66",2.26
4900,752,912,1.212765957,985.63,1.31
10660,243,269,1.106995885,378.17,1.56
13895,53,66,1.245283019,102.54,1.93
3050,230,286,1.243478261,274.64,1.19
14706,257,274,1.06614786,299.32,1.16
10662,576,703,1.220486111,639.86,1.11
3065,199,246,1.236180905,291.73,1.47
6197,813,912,1.121771218,"1,108.84",1.36
3066,463,547,1.181425486,575.99,1.24
4897,688,813,1.181686047,819.04,1.19
3054,434,466,1.073732719,431.59,0.99
13900,573,643,1.122164049,683.79,1.19
3064,131,149,1.13740458,503.12,3.84
13903,295,310,1.050847458,371.91,1.26
13908,497,586,1.179074447,914.84,1.84
8377,191,224,1.172774869,262.83,1.38
11843,239,276,1.154811715,255.63,1.07
8373,314,352,1.121019108,454.78,1.45
4895,589,666,1.130730051,"1,005.95",1.71
13906,194,223,1.149484536,296.06,1.53
11233,1613,2006,1.243645381,"2,796.35",1.73
9729,660,960,1.454545455,"2,419.42",3.67
11090,663,846,1.2760181,"1,083.52",1.63
3076,635,770,1.212598425,952.62,1.5
13913,773,992,1.283311772,"1,096.33",1.42
3087,296,354,1.195945946,448.8,1.52
10669,308,387,1.256493506,679.59,2.21
4905,632,719,1.137658228,"1,083.24",1.71
3092,1385,1744,1.259205776,"1,959.54",1.41
9362,367,378,1.029972752,459.06,1.25
9730,217,240,1.105990783,618.38,2.85
15827,204,229,1.12254902,246.61,1.21
11981,227,309,1.36123348,691.95,3.05
13925,608,791,1.300986842,"1,208.38",1.99
3096,313,529,1.690095847,528.43,1.69
10673,829,904,1.090470446,"1,668.34",2.01
13921,525,617,1.175238095,605.85,1.15
9383,923,1036,1.122426869,"2,268.55",2.46
9382,1335,1485,1.112359551,"2,250.74",1.69
8387,771,810,1.050583658,860.2,1.12
8388,208,248,1.192307692,304.48,1.46
13928,304,373,1.226973684,455.88,1.5
14711,369,474,1.284552846,856.86,2.32
3117,531,563,1.060263653,436.2,0.82
9380,524,620,1.183206107,982.73,1.88
11844,32,33,1.03125,77.63,2.43
11008,611,714,1.168576105,"1,032.85",1.69
13936,338,361,1.068047337,596.74,1.77
14713,618,642,1.038834951,493.24,0.8
13932,552,604,1.094202899,812.3,1.47
8380,448,519,1.158482143,947.58,2.12
6229,634,790,1.246056782,855.66,1.35
8391,407,500,1.228501229,556.34,1.37
8392,524,622,1.187022901,776.69,1.48
15365,61,88,1.442622951,115.21,1.89
15831,199,243,1.221105528,331.85,1.67
6220,292,465,1.592465753,"1,086.97",3.72
